destination_id,destination_name,state_ut,region,category,famous_for,nearby_cities,local_language,pin_code,nearest_airport,avg_monthly_visitors,peak_season,off_season,visitor_growth_rate_pct,avg_length_of_stay_days,booking_rate_pct,domestic_visitors_pct,international_visitors_pct,repeat_visitors_pct,entry_fee_inr,safety_rating_1_5,travel_difficulty,accessibility_by_road,accessibility_by_rail,emergency_services_available,hotel_count,avg_hotel_cost_inr,restaurant_count,public_transport_available,internet_connectivity_1_5,avg_temperature_c,rainfall_mm,pollution_index_1_10,cleanliness_rating_1_10,eco_tourism_score_1_10,popular_festival,top_local_cuisine,cultural_heritage_index_1_100,adventure_activities,recommended_stay_days,tourism_development_fund_inr,tour_guide_availability,women_traveler_safety_1_5,child_friendliness_1_5,nightlife_availability,instagram_popularity_1_100,sustainability_rating_1_5,smart_tourism_features,local_crafts_shopping,most_visited_month
DST2216,Place_1216,Maharashtra,West,Hill Station,Food,Mumbai,Hindi,982326,Cochin International Airport,46851,Winter,Winter,8.07,5,87.61,76,30.4,39.43,338,4,Difficult,false,false,true,49,8359,40,true,3,29.3,295.1,3,6,1,Eid,Momos,87,false,4,36571313,false,1,3,false,38,5,true,true,October
DST2217,Place_1217,Kerala,Central,Urban,Scenery,Kolkata,Bengali,900339,Rajiv Gandhi International Airport,14146,Monsoon,Monsoon,13.5,3,73.54,62.33,36.9,54.26,93,3,Moderate,false,true,true,24,5169,195,true,5,15.1,1087.4,2,3,8,Onam,Pav Bhaji,76,false,2,13706213,false,1,5,true,13,4,true,true,May
DST2218,Place_1218,Himachal Pradesh,East,Beach,Food,Guwahati,Marathi,121637,Kempegowda International Airport,31101,Monsoon,Monsoon,13.16,5,55.51,85.24,6.97,40.95,406,4,Moderate,false,false,true,63,8546,192,false,5,39.7,974,3,2,2,Navratri,Pav Bhaji,16,false,4,10562799,true,1,1,false,77,2,true,false,August
DST2219,Place_1219,Himachal Pradesh,North,Beach,Scenery,Goa,Marathi,793556,Sardar Vallabhbhai Patel International Airport,12253,Monsoon,Summer,9.04,14,60.21,86.71,11.52,11.09,415,1,Difficult,false,false,true,63,4543,173,true,4,16.7,2417.3,5,2,8,Eid,Momos,39,true,9,37677965,true,4,2,true,10,3,true,true,October
DST2220,Place_1220,Goa,West,Urban,Temples,Lucknow,Malayalam,850377,Devi Ahilya Bai Holkar Airport,49504,Monsoon,Monsoon,4.1,12,70.89,90.88,5.08,53.52,62,2,Moderate,false,true,false,94,9302,88,true,2,17.4,553.1,7,6,9,Ganesh Chaturthi,Rogan Josh,45,true,2,16837355,false,1,1,false,40,1,false,true,March
DST2221,Place_1221,Himachal Pradesh,Central,Urban,Culture,Goa,Tamil,328289,Chhatrapati Shivaji Maharaj International Airport,4223,Summer,Monsoon,6.65,6,51.71,78.92,8.82,51.99,220,5,Easy,true,true,false,15,3224,167,true,2,24.2,2202.7,2,6,5,Pongal,Pav Bhaji,84,true,5,7493714,false,3,3,true,54,3,true,false,May
DST2222,Place_1222,Tamil Nadu,North,Hill Station,Culture,Lucknow,Tamil,757949,Devi Ahilya Bai Holkar Airport,6441,Summer,Winter,14.66,3,77.7,83.56,26.59,12.44,7,4,Easy,false,true,true,59,4091,57,true,3,33.4,477,6,7,5,Diwali,Vada Pav,25,false,8,29390283,false,4,4,true,90,4,true,false,August
DST2223,Place_1223,Assam,North,Heritage,Wildlife,Pune,Tamil,123560,Netaji Subhas Chandra Bose International Airport,43590,Summer,Winter,9.51,8,51.23,75.33,6.57,16.26,212,5,Moderate,false,true,true,88,3252,87,true,3,13.6,1539.1,2,9,7,Bihu,Sarson da Saag,90,false,2,48736891,true,3,4,false,80,2,false,true,January
DST2224,Place_1224,Rajasthan,North,Beach,Food,Ahmedabad,Marathi,889466,Rajiv Gandhi International Airport,41149,Monsoon,Summer,11.94,4,69.59,71.16,19.9,37.82,208,2,Difficult,false,true,true,69,2990,120,false,5,30,2235.5,1,3,1,Ganesh Chaturthi,Kebabs,28,false,6,13637854,true,5,1,true,61,1,true,true,August
DST2225,Place_1225,Goa,North,Hill Station,Wildlife,Hyderabad,Tamil,231241,Chhatrapati Shivaji Maharaj International Airport,13863,Winter,Winter,7.3,9,74.85,74.41,22.62,12.14,208,3,Moderate,false,true,false,81,6152,96,false,4,13,1858.7,3,7,5,Bihu,Pav Bhaji,44,true,8,28556385,true,5,5,false,53,4,true,true,May
DST2226,Place_1226,Tamil Nadu,East,Urban,Temples,Mumbai,Marathi,716737,Chhatrapati Shivaji Maharaj International Airport,38952,Monsoon,Monsoon,8.45,5,82.99,91.91,36.73,30.56,375,2,Moderate,true,true,true,62,3127,26,false,1,12.8,1973,4,7,1,Bihu,Sarson da Saag,47,true,4,39589334,true,2,1,false,59,2,true,true,December
DST2227,Place_1227,Tamil Nadu,Northeast,Hill Station,Culture,Mumbai,Malayalam,627527,Chennai International Airport,30564,Summer,Winter,7.01,13,76.7,65.75,21.6,58.77,84,5,Easy,true,true,false,48,3173,36,true,3,11.2,698.5,2,8,8,Pongal,Kebabs,67,false,5,15592456,false,4,4,false,45,3,false,true,March
DST2228,Place_1228,Maharashtra,East,Urban,Temples,Hyderabad,Hindi,627703,Raja Bhoj Airport,17653,Monsoon,Monsoon,10.84,12,79.94,68.7,9.99,18.64,206,1,Moderate,true,false,true,81,5603,117,true,2,26.3,2499.5,3,5,8,Lohri,Momos,65,false,8,12253519,false,1,1,true,30,2,false,true,August
DST2229,Place_1229,Himachal Pradesh,East,Wildlife,Temples,Chennai,Bengali,578704,Chennai International Airport,25088,Winter,Summer,12.92,6,85.65,81.22,15.13,20.3,346,3,Difficult,true,false,false,18,3422,135,false,3,23.1,2861.1,6,3,1,Onam,Dosa,72,false,8,6632727,true,5,2,true,32,2,false,false,August
DST2230,Place_1230,Kerala,Central,Urban,Food,Cochin,Malayalam,963376,Chaudhary Charan Singh International Airport,23499,Winter,Monsoon,8.1,4,69.89,64.07,28.53,43.82,152,4,Easy,false,true,true,80,8132,151,false,4,19.2,547.7,9,2,2,Onam,Rogan Josh,57,false,7,5898375,false,4,1,false,86,3,false,true,May
DST2231,Place_1231,Kerala,Central,Urban,Temples,Ahmedabad,Marathi,234556,Sardar Vallabhbhai Patel International Airport,43083,Monsoon,Winter,7.73,14,82.31,91.22,8.92,12.2,160,1,Moderate,true,false,false,56,5629,163,false,2,25.8,2676,2,4,7,Onam,Kebabs,75,false,4,39045622,true,1,5,true,43,5,true,true,May
DST2232,Place_1232,Goa,Northeast,Urban,Culture,Bhopal,Malayalam,416131,Lokpriya Gopinath Bordoloi International Airport,24682,Summer,Winter,5.76,12,51.59,61.65,13.11,51.03,449,2,Difficult,false,true,true,38,5313,180,false,4,25.1,1253.3,7,8,7,Ganesh Chaturthi,Rogan Josh,72,true,2,9351071,false,5,3,true,78,1,false,true,March
DST2233,Place_1233,Assam,Central,Heritage,Wildlife,Hyderabad,Bengali,118225,Cochin International Airport,33132,Summer,Winter,3.48,6,80.74,86.44,39.85,19.95,115,5,Easy,true,false,false,67,5377,138,true,2,24.2,2126.6,1,5,9,Eid,Sarson da Saag,68,true,4,37358004,false,2,1,true,40,3,false,false,August
DST2234,Place_1234,Kerala,South,Urban,Culture,Lucknow,Hindi,180459,Rajiv Gandhi International Airport,5533,Summer,Winter,14.15,10,51.08,73.08,5.19,36.58,361,5,Difficult,true,false,true,31,5400,33,true,3,15.2,1569.5,4,1,3,Durga Puja,Dosa,60,false,9,18167529,false,3,2,false,21,1,true,false,March
DST2235,Place_1235,Rajasthan,Northeast,Beach,Food,Bhopal,Bengali,614782,Raja Bhoj Airport,18426,Monsoon,Summer,5.43,12,86.73,61.79,10.33,22.44,250,5,Difficult,true,false,true,16,5757,157,false,4,36.9,2400.7,2,3,2,Eid,Sarson da Saag,74,true,8,41234262,true,2,5,false,37,4,true,false,December
DST2236,Place_1236,Kerala,Central,Beach,Culture,Cochin,Marathi,816464,Jaipur International Airport,15560,Summer,Monsoon,12.21,14,56.5,89.5,34.53,42.94,399,2,Difficult,false,true,true,42,2218,17,false,5,28.6,231.3,4,5,10,Durga Puja,Biryani,75,false,7,41715941,true,5,2,true,57,4,false,true,May
DST2237,Place_1237,Goa,Northeast,Hill Station,Scenery,Mumbai,Bengali,383080,Rajiv Gandhi International Airport,35409,Monsoon,Winter,11.01,3,48.59,82.42,8.55,39.36,182,3,Moderate,true,true,true,60,2449,39,false,2,13.8,1038.7,2,6,8,Durga Puja,Kebabs,61,true,3,29339043,true,3,5,true,37,5,true,false,March
DST2238,Place_1238,Kerala,East,Heritage,Wildlife,Goa,Malayalam,926044,Sardar Vallabhbhai Patel International Airport,16925,Summer,Monsoon,12.07,8,47.41,60.31,6.18,57.32,163,4,Easy,true,true,false,69,2587,135,true,4,17.7,237.7,3,2,7,Durga Puja,Vada Pav,88,false,7,11145279,false,5,4,true,16,5,true,false,December
DST2239,Place_1239,Rajasthan,East,Hill Station,Scenery,Lucknow,Tamil,981965,Chennai International Airport,23987,Winter,Summer,14.11,11,49.36,69.36,9.25,32.28,327,1,Moderate,true,true,true,94,4984,27,false,4,32.9,2830.9,8,8,3,Navratri,Biryani,74,false,2,41768406,false,5,4,false,43,3,true,true,May
DST2240,Place_1240,Maharashtra,Northeast,Beach,Scenery,Ahmedabad,Malayalam,483021,Devi Ahilya Bai Holkar Airport,11633,Winter,Monsoon,9.73,9,62.38,72.32,29.28,53.74,79,2,Easy,false,true,false,44,5749,86,false,1,33.3,593.4,4,7,3,Ganesh Chaturthi,Dosa,79,true,7,29265717,false,1,3,true,95,3,true,true,January
DST2241,Place_1241,Assam,South,Beach,Food,Delhi,Marathi,464413,Chennai International Airport,37065,Summer,Winter,13.57,4,66.11,71.29,39.76,38.79,6,5,Difficult,false,true,false,25,7847,131,true,1,31.8,1331.2,6,7,7,Navratri,Chole Bhature,39,false,9,9048982,false,4,3,false,60,1,true,true,March
DST2242,Place_1242,Goa,South,Wildlife,Temples,Guwahati,Hindi,664240,Netaji Subhas Chandra Bose International Airport,31125,Monsoon,Monsoon,3.35,12,85.69,77.44,25.67,55.72,324,4,Difficult,false,false,false,36,8837,135,true,3,33.7,1960.2,9,7,5,Onam,Rogan Josh,53,true,7,8943417,false,3,5,true,97,3,true,false,August
DST2243,Place_1243,Maharashtra,Northeast,Urban,Scenery,Goa,Bengali,945377,Pune Airport,4996,Summer,Winter,9.77,5,59.05,78.44,9.35,24.59,86,5,Moderate,false,false,true,93,1396,120,true,5,27.9,1438.4,8,5,9,Eid,Kebabs,73,false,9,28190654,false,2,2,false,87,5,true,true,December
DST2244,Place_1244,Maharashtra,Central,Beach,Culture,Delhi,Hindi,842759,Devi Ahilya Bai Holkar Airport,1014,Monsoon,Winter,11.81,14,50.87,73.89,11.43,37.49,7,2,Difficult,false,true,true,16,1743,92,true,5,18.7,1656,2,2,10,Lohri,Biryani,90,false,8,19326013,true,3,2,false,89,5,true,true,August
DST2245,Place_1245,Maharashtra,West,Hill Station,Temples,Pune,Marathi,367524,Chennai International Airport,15895,Winter,Summer,4.8,12,77.19,71.61,23.82,29.5,386,5,Difficult,true,true,false,93,6279,150,false,4,20.7,691.7,2,8,7,Onam,Biryani,49,false,2,27016232,true,4,1,true,20,5,true,true,August
DST2246,Place_1246,Tamil Nadu,South,Hill Station,Culture,Cochin,Bengali,805658,Devi Ahilya Bai Holkar Airport,2674,Monsoon,Summer,11.37,11,46.73,77.65,30.05,13.29,418,2,Difficult,false,false,true,30,3017,185,true,4,25.3,294.4,3,3,1,Eid,Rogan Josh,97,false,4,21292505,false,4,4,true,47,1,true,false,August
DST2247,Place_1247,Assam,North,Urban,Culture,Lucknow,Malayalam,705109,Kempegowda International Airport,38867,Summer,Monsoon,11.9,3,84.61,61.18,28.2,38.71,369,5,Easy,true,false,false,40,4611,197,false,4,17.4,846.4,2,3,1,Diwali,Sarson da Saag,68,false,5,26009959,false,4,1,false,51,3,false,true,January
DST2248,Place_1248,Himachal Pradesh,East,Urban,Temples,Lucknow,Malayalam,520476,Netaji Subhas Chandra Bose International Airport,21001,Winter,Monsoon,12.64,11,60.47,82.58,25.12,49.71,35,2,Easy,false,false,false,20,3322,163,true,2,35.6,1019.8,3,2,6,Lohri,Pav Bhaji,59,false,6,29822528,false,1,3,false,16,3,false,true,August
DST2249,Place_1249,Assam,Northeast,Wildlife,Temples,Lucknow,Marathi,526095,Raja Bhoj Airport,18864,Monsoon,Winter,5.38,14,70.69,81.21,39.52,37.81,250,5,Moderate,true,true,false,82,3631,133,false,3,32.4,1305.9,2,2,5,Durga Puja,Rogan Josh,95,false,5,11434778,false,5,4,true,55,1,true,false,March
DST2250,Place_1250,Tamil Nadu,North,Heritage,Culture,Chennai,Bengali,247215,Cochin International Airport,27321,Monsoon,Winter,10.54,10,49.31,69.77,11.93,23.97,99,4,Easy,false,true,false,38,1361,146,false,3,39.4,958.3,6,2,5,Pongal,Dosa,24,true,6,1828849,true,2,2,true,54,1,true,true,May
DST2251,Place_1251,Himachal Pradesh,Northeast,Hill Station,Food,Lucknow,Malayalam,936176,Raja Bhoj Airport,25082,Winter,Winter,5.26,4,47.28,66.28,11.05,23.19,78,4,Difficult,true,false,false,28,1399,107,false,1,22.5,203.9,9,6,8,Durga Puja,Idli,30,true,7,9925483,true,2,4,false,12,2,true,false,May
DST2252,Place_1252,Assam,East,Urban,Wildlife,Delhi,Marathi,828309,Indira Gandhi International Airport,41131,Summer,Winter,11.35,10,79.94,62.55,35.07,21.89,285,5,Difficult,false,false,true,76,4654,62,true,4,36.1,374.4,8,8,8,Diwali,Pav Bhaji,25,false,8,32358518,true,2,3,false,88,1,false,true,May
DST2253,Place_1253,Maharashtra,East,Hill Station,Wildlife,Chennai,Marathi,262650,Cochin International Airport,6957,Winter,Summer,7.48,14,61.49,80.56,15.18,58.98,270,5,Difficult,false,false,false,95,9986,104,true,4,33.4,2054.1,6,3,9,Ganesh Chaturthi,Pav Bhaji,56,false,3,17330382,true,3,4,true,66,3,false,false,May
DST2254,Place_1254,Goa,South,Urban,Food,Pune,Hindi,442406,Cochin International Airport,5210,Summer,Winter,9.37,8,89.34,79.91,16.64,29.96,220,2,Moderate,false,false,true,43,1562,131,true,2,35,283.1,4,6,4,Holi,Momos,87,true,6,48083563,true,1,3,true,39,3,true,false,March
DST2255,Place_1255,Himachal Pradesh,South,Beach,Temples,Kolkata,Malayalam,419475,Pune Airport,49544,Summer,Summer,6.82,7,66.21,78.67,24.2,25.84,195,2,Difficult,true,false,false,68,8802,115,false,4,30.6,234,10,3,5,Holi,Chole Bhature,77,false,5,3507223,false,1,2,true,61,5,true,true,August
DST2256,Place_1256,Rajasthan,North,Hill Station,Culture,Bengaluru,Bengali,716839,Pune Airport,19069,Monsoon,Monsoon,3.27,12,82.28,94.5,18.34,30.92,225,2,Difficult,false,false,true,81,3064,80,true,4,20.5,2454.2,5,9,7,Bihu,Kebabs,97,true,6,8489749,true,2,5,true,90,5,true,false,October
DST2257,Place_1257,Rajasthan,Northeast,Beach,Wildlife,Pune,Malayalam,950247,Devi Ahilya Bai Holkar Airport,35851,Summer,Monsoon,3.49,13,89,78.6,15.07,15.79,86,3,Moderate,true,false,false,33,9411,146,true,3,17.3,219.6,4,1,3,Diwali,Pav Bhaji,86,true,6,7393028,false,2,4,true,63,2,true,true,August
DST2258,Place_1258,Kerala,East,Hill Station,Culture,Indore,Malayalam,609142,Kempegowda International Airport,27865,Summer,Summer,2.09,12,54.06,85.26,37.1,19.8,57,5,Easy,true,true,true,35,3631,113,true,4,18.2,299.3,5,7,6,Navratri,Rogan Josh,14,false,3,15416829,false,4,5,true,57,1,false,false,October
DST2259,Place_1259,Himachal Pradesh,North,Heritage,Food,Bhopal,Malayalam,171519,Cochin International Airport,19070,Winter,Winter,9.65,4,80.04,63.95,9.52,35.45,482,5,Easy,false,true,true,67,3016,163,true,2,27,1693.6,2,8,3,Onam,Sarson da Saag,42,true,6,40336943,false,3,3,true,93,4,false,true,January
DST2260,Place_1260,Goa,West,Wildlife,Culture,Jaipur,Marathi,250250,Pune Airport,5158,Winter,Monsoon,12.88,12,41.1,70.46,19.15,49.94,411,5,Easy,true,false,true,47,1625,124,false,2,36.4,1384.2,8,9,4,Durga Puja,Kebabs,81,true,4,37406128,true,4,4,false,42,2,true,false,May
DST2261,Place_1261,Tamil Nadu,North,Beach,Food,Chennai,Tamil,192526,Jaipur International Airport,36550,Summer,Summer,1.29,8,73.99,69.64,5.1,53.82,478,5,Moderate,false,false,false,23,4341,170,true,5,23.5,2896.9,1,5,10,Pongal,Biryani,65,true,8,18387442,false,5,2,true,29,1,true,false,January
DST2262,Place_1262,Maharashtra,Central,Urban,Temples,Guwahati,Tamil,831217,Chennai International Airport,21572,Monsoon,Monsoon,1.93,12,77.26,80.16,33.26,53.3,169,2,Moderate,true,false,false,14,1063,170,false,5,28,2816.9,9,6,8,Navratri,Vada Pav,48,false,7,5692134,false,4,4,true,14,3,false,false,May
DST2263,Place_1263,Kerala,North,Heritage,Food,Delhi,Hindi,291269,Chennai International Airport,5100,Winter,Winter,7.4,4,63.87,71.58,10.89,57.24,96,2,Difficult,false,false,false,60,2927,130,false,1,32,2014.6,1,5,10,Diwali,Chole Bhature,92,false,3,27400149,true,5,2,true,91,2,false,false,December
DST2264,Place_1264,Rajasthan,Central,Hill Station,Food,Delhi,Malayalam,209365,Netaji Subhas Chandra Bose International Airport,45469,Monsoon,Summer,11.33,14,48.11,82.44,32.05,16.29,145,3,Difficult,true,false,true,64,9630,189,true,2,35.7,308.4,5,10,4,Pongal,Momos,19,false,8,21182406,false,5,3,false,92,2,true,false,December
DST2265,Place_1265,Tamil Nadu,Central,Beach,Wildlife,Ahmedabad,Tamil,621291,Sardar Vallabhbhai Patel International Airport,16525,Winter,Monsoon,3.21,12,70.84,84.15,10.2,12.05,388,2,Moderate,true,true,true,47,1896,177,false,2,29.5,1559.3,9,5,4,Ganesh Chaturthi,Dosa,48,false,3,14177393,false,4,5,true,26,1,true,false,October
DST2266,Place_1266,Tamil Nadu,Central,Hill Station,Culture,Mumbai,Hindi,398510,Kempegowda International Airport,19456,Winter,Winter,4.8,7,84.88,61.18,19.59,15.29,392,5,Moderate,false,false,true,52,6858,141,true,3,28.9,230.7,1,7,7,Holi,Dosa,92,false,4,38864700,true,2,1,false,96,3,false,false,May
DST2267,Place_1267,Maharashtra,West,Hill Station,Wildlife,Lucknow,Marathi,546171,Chennai International Airport,1097,Summer,Summer,4.25,9,86.57,82.39,30.49,40.04,467,5,Difficult,false,false,false,44,8367,165,true,5,39.6,2733,1,4,3,Navratri,Kebabs,40,true,8,24825108,false,4,1,true,11,1,true,false,May
DST2268,Place_1268,Himachal Pradesh,North,Hill Station,Scenery,Cochin,Malayalam,199830,Chhatrapati Shivaji Maharaj International Airport,10483,Winter,Summer,6.59,6,77.31,64.09,14.48,37.81,357,1,Difficult,true,false,false,38,3079,63,true,1,35.9,2014,3,6,3,Holi,Dosa,87,true,3,34986530,true,5,4,true,33,3,true,true,August
DST2269,Place_1269,Rajasthan,North,Wildlife,Food,Delhi,Bengali,861573,Goa International Airport,37232,Winter,Summer,4.15,12,53.19,76.28,15.99,43.56,370,2,Difficult,true,false,false,5,1000,107,true,3,32,1764.3,8,4,1,Lohri,Kebabs,98,true,9,6864049,true,1,5,false,60,3,true,true,December
DST2270,Place_1270,Goa,West,Wildlife,Scenery,Lucknow,Marathi,928343,Chaudhary Charan Singh International Airport,2787,Monsoon,Summer,5.94,12,83.52,85.43,28.36,28.55,392,1,Easy,false,true,false,23,5801,58,true,3,35,1340.9,3,2,7,Ganesh Chaturthi,Kebabs,17,true,3,23919819,false,5,2,true,57,5,true,true,August
DST2271,Place_1271,Tamil Nadu,East,Urban,Wildlife,Hyderabad,Hindi,445566,Chennai International Airport,41531,Winter,Monsoon,11.2,14,84.44,84.62,11.57,29.58,17,5,Easy,true,true,false,5,5009,113,true,5,40,1578.2,2,2,4,Pongal,Idli,13,false,5,37522941,true,3,1,false,53,4,false,true,August
DST2272,Place_1272,Maharashtra,South,Beach,Culture,Mumbai,Marathi,677907,Rajiv Gandhi International Airport,22788,Winter,Summer,9.55,4,58.36,70.49,38.31,37.28,183,2,Difficult,true,true,false,92,7024,121,false,3,25.2,1260.9,6,4,7,Ganesh Chaturthi,Dosa,14,true,7,34041764,true,1,5,false,10,5,false,false,January
DST2273,Place_1273,Goa,North,Heritage,Wildlife,Hyderabad,Bengali,909223,Chhatrapati Shivaji Maharaj International Airport,34451,Monsoon,Summer,2.14,7,49.15,69.53,11.61,13.95,142,5,Moderate,true,true,false,29,3763,143,true,5,31.2,388.9,10,5,2,Diwali,Chole Bhature,45,true,8,23946518,true,4,5,false,61,2,false,false,March
DST2274,Place_1274,Himachal Pradesh,South,Heritage,Culture,Guwahati,Marathi,370445,Sardar Vallabhbhai Patel International Airport,17092,Summer,Summer,9.93,9,83.73,75.41,31.25,49.99,462,1,Easy,true,true,false,72,3633,42,false,2,34.4,2016.9,5,1,5,Lohri,Kebabs,15,true,5,10862053,true,5,3,true,31,2,true,true,October
DST2275,Place_1275,Rajasthan,Northeast,Heritage,Culture,Cochin,Hindi,226866,Devi Ahilya Bai Holkar Airport,2132,Summer,Summer,7.68,11,84.25,66.6,33.09,56.14,333,1,Difficult,true,true,false,92,4432,142,false,2,23.3,2989.6,9,3,7,Onam,Biryani,69,true,7,34504250,false,1,1,false,23,1,true,false,December
DST2276,Place_1276,Himachal Pradesh,Northeast,Hill Station,Temples,Goa,Bengali,331730,Chhatrapati Shivaji Maharaj International Airport,13314,Winter,Summer,14.08,4,45.05,94.11,18.1,29.37,61,4,Easy,false,true,true,88,2682,155,true,5,38.6,426.2,3,5,9,Lohri,Chole Bhature,64,false,7,20874508,false,2,3,false,86,1,false,false,January
DST2277,Place_1277,Tamil Nadu,West,Wildlife,Food,Guwahati,Bengali,203623,Lokpriya Gopinath Bordoloi International Airport,39645,Winter,Winter,5.05,13,88.35,72.07,10.47,46.98,162,4,Moderate,true,false,true,32,1562,140,true,4,21.5,2983.1,4,8,10,Diwali,Sarson da Saag,92,true,8,41285762,true,4,5,false,85,1,true,true,August
DST2278,Place_1278,Goa,Northeast,Beach,Wildlife,Lucknow,Marathi,591745,Pune Airport,23582,Monsoon,Monsoon,11.17,14,66.65,92.3,10.81,37.44,39,2,Moderate,false,true,false,49,7992,107,true,4,17.3,2708.9,10,4,4,Lohri,Sarson da Saag,52,false,9,9353733,true,5,1,true,80,5,true,true,August
DST2279,Place_1279,Goa,Northeast,Hill Station,Culture,Indore,Bengali,474968,Raja Bhoj Airport,28780,Summer,Winter,11.23,12,89.69,91.79,39.49,21.8,178,2,Moderate,true,true,false,28,1257,131,false,1,30.3,2693.1,8,6,6,Lohri,Pav Bhaji,91,true,7,19918952,true,3,2,false,75,3,true,true,March
DST2280,Place_1280,Goa,East,Wildlife,Wildlife,Chennai,Marathi,661182,Chaudhary Charan Singh International Airport,33236,Summer,Monsoon,4.1,12,62.25,72.77,30.39,13.39,234,2,Difficult,false,true,true,48,7665,11,false,4,12.4,2510.6,2,4,3,Eid,Momos,30,true,2,13458690,true,2,4,true,76,4,true,false,December
DST2281,Place_1281,Tamil Nadu,East,Wildlife,Wildlife,Jaipur,Malayalam,592133,Cochin International Airport,14068,Summer,Summer,13.65,6,66.66,68.89,20.75,22.29,379,2,Difficult,false,true,false,6,5741,74,true,1,13.8,2778.3,5,5,2,Eid,Rogan Josh,69,true,2,23962561,false,3,5,true,49,2,true,true,January
DST2282,Place_1282,Tamil Nadu,East,Beach,Culture,Mumbai,Bengali,966050,Indira Gandhi International Airport,48401,Monsoon,Monsoon,7.88,10,53.3,86.98,14.01,40.25,59,2,Easy,false,true,true,27,5673,44,false,5,39.1,814.6,9,7,10,Lohri,Momos,52,true,3,25758072,false,1,2,true,45,2,false,true,December
DST2283,Place_1283,Himachal Pradesh,Northeast,Beach,Scenery,Cochin,Marathi,957426,Chaudhary Charan Singh International Airport,49526,Monsoon,Summer,10.5,11,84.95,68.03,5.66,12.01,227,2,Difficult,true,true,true,82,5931,188,false,5,18.4,1367.7,9,8,2,Eid,Dosa,63,true,8,8111994,true,3,4,false,86,1,false,true,December
DST2284,Place_1284,Kerala,West,Beach,Food,Chennai,Malayalam,141770,Lokpriya Gopinath Bordoloi International Airport,12057,Monsoon,Summer,3.04,11,62.19,78.24,28.47,51.81,238,2,Difficult,true,false,true,66,8006,77,false,5,11,1491.5,10,10,5,Holi,Pav Bhaji,90,false,8,45439453,false,5,1,false,67,5,true,false,August
DST2285,Place_1285,Himachal Pradesh,Central,Hill Station,Food,Delhi,Bengali,646588,Cochin International Airport,34622,Winter,Winter,4.61,4,80.73,63.87,38.49,58.52,55,1,Difficult,false,false,true,19,4875,44,false,1,24.2,297.1,9,10,3,Bihu,Vada Pav,40,false,3,42951420,true,5,2,true,48,1,false,false,May
DST2286,Place_1286,Rajasthan,Central,Urban,Temples,Jaipur,Malayalam,742313,Chennai International Airport,39506,Summer,Winter,9.21,14,43.99,73.51,8.74,14.18,233,1,Easy,true,false,false,36,5093,81,true,3,36,2944.8,1,8,2,Durga Puja,Rogan Josh,94,false,7,36443547,false,3,2,false,46,5,true,true,October
DST2287,Place_1287,Maharashtra,South,Beach,Temples,Kolkata,Bengali,299307,Lokpriya Gopinath Bordoloi International Airport,3026,Winter,Winter,5.47,13,79.41,62.74,31.41,22.33,83,1,Difficult,false,false,false,91,3654,181,false,1,20,2099.4,1,7,2,Bihu,Momos,84,false,8,3147572,false,1,4,false,23,3,false,false,January
